,Game,Simulation Seed,Experiment Seed,SGDL Hash,Win,Move Count,Exhausted,Card Usage,Pile Usage,Timestamp
0,Toun,3357590,413653999,200175655,False,1000,True,0.5192307692307693,0.75,1780653982
1,Toun,1442806,413653999,200175655,False,1000,True,0.7692307692307693,0.75,1780653982
2,Toun,1095449,413653999,200175655,False,1000,True,0.75,0.75,1780653982
3,Toun,3610252,413653999,200175655,False,1000,True,0.7884615384615384,0.75,1780653982
4,Toun,3021532,413653999,200175655,False,1000,True,0.7884615384615384,0.75,1780653982
5,Toun,1327189,413653999,200175655,False,1000,True,0.75,0.75,1780653982
6,Toun,2323585,413653999,200175655,False,1000,True,0.7115384615384616,0.75,1780653982
7,Toun,6738371,413653999,200175655,False,1000,True,0.7692307692307693,0.75,1780653982
8,Toun,6038265,413653999,200175655,False,1000,True,0.7692307692307693,0.75,1780653982
9,Toun,3062524,413653999,200175655,False,1000,True,0.7692307692307693,0.75,1780653982
10,Brealub,3357590,413653999,403085859,False,1000,True,0.6923076923076923,1.0,1780653987
11,Brealub,1442806,413653999,403085859,False,1000,True,0.7115384615384616,1.0,1780653987
12,Brealub,1095449,413653999,403085859,False,1000,True,0.6730769230769231,1.0,1780653987
13,Brealub,3610252,413653999,403085859,False,1000,True,0.7115384615384616,1.0,1780653987
14,Brealub,3021532,413653999,403085859,False,1000,True,0.7115384615384616,1.0,1780653987
15,Brealub,1327189,413653999,403085859,False,1000,True,0.7115384615384616,1.0,1780653987
16,Brealub,2323585,413653999,403085859,False,1000,True,0.7115384615384616,1.0,1780653987
17,Brealub,6738371,413653999,403085859,False,1000,True,0.6923076923076923,1.0,1780653987
18,Brealub,6038265,413653999,403085859,False,1000,True,0.7115384615384616,1.0,1780653987
19,Brealub,3062524,413653999,403085859,False,1000,True,0.7692307692307693,1.0,1780653987
20,Vema,3357590,413653999,301110512,False,249,True,0.4230769230769231,0.8888888888888888,1780654191
21,Vema,1442806,413653999,301110512,False,274,True,0.38461538461538464,0.8888888888888888,1780654191
22,Vema,1095449,413653999,301110512,False,286,True,0.3269230769230769,0.8888888888888888,1780654191
23,Vema,3610252,413653999,301110512,False,247,True,0.4230769230769231,0.8888888888888888,1780654191
24,Vema,3021532,413653999,301110512,False,230,True,0.40384615384615385,0.8888888888888888,1780654191
25,Vema,1327189,413653999,301110512,False,243,True,0.38461538461538464,0.8888888888888888,1780654191
26,Vema,2323585,413653999,301110512,False,231,True,0.40384615384615385,0.8888888888888888,1780654191
27,Vema,6738371,413653999,301110512,False,230,True,0.34615384615384615,0.8888888888888888,1780654191
28,Vema,6038265,413653999,301110512,False,239,True,0.38461538461538464,0.8888888888888888,1780654191
29,Vema,3062524,413653999,301110512,False,245,True,0.4423076923076923,0.8888888888888888,1780654191
30,Xiqo,3357590,413653999,983077392,False,1000,True,0.21153846153846154,0.5555555555555556,1780654260
31,Xiqo,1442806,413653999,983077392,False,1000,True,0.3076923076923077,0.5555555555555556,1780654260
32,Xiqo,1095449,413653999,983077392,False,1000,True,0.34615384615384615,0.5555555555555556,1780654260
33,Xiqo,3610252,413653999,983077392,False,1000,True,0.36538461538461536,0.6666666666666666,1780654260
34,Xiqo,3021532,413653999,983077392,False,1000,True,0.28846153846153844,0.5555555555555556,1780654260
35,Xiqo,1327189,413653999,983077392,False,1000,True,0.2692307692307692,0.5555555555555556,1780654260
36,Xiqo,2323585,413653999,983077392,False,1000,True,0.3269230769230769,0.5555555555555556,1780654260
37,Xiqo,6738371,413653999,983077392,False,1000,True,0.3076923076923077,0.5555555555555556,1780654260
38,Xiqo,6038265,413653999,983077392,False,1000,True,0.2692307692307692,0.6666666666666666,1780654260
39,Xiqo,3062524,413653999,983077392,False,1000,True,0.28846153846153844,0.5555555555555556,1780654260
40,Renu,3357590,413653999,737837560,False,0,True,0.0,0.0,1780654262
41,Renu,1442806,413653999,737837560,False,0,True,0.0,0.0,1780654262
42,Renu,1095449,413653999,737837560,False,0,True,0.0,0.0,1780654262
43,Renu,3610252,413653999,737837560,False,2,True,0.0,0.0,1780654262
44,Renu,3021532,413653999,737837560,False,0,True,0.0,0.0,1780654262
45,Renu,1327189,413653999,737837560,False,0,True,0.0,0.0,1780654262
46,Renu,2323585,413653999,737837560,False,2,True,0.0,0.0,1780654262
47,Renu,6738371,413653999,737837560,False,0,True,0.0,0.0,1780654262
48,Renu,6038265,413653999,737837560,False,0,True,0.0,0.0,1780654262
49,Renu,3062524,413653999,737837560,False,0,True,0.0,0.0,1780654262
50,Stola,3357590,413653999,756614925,True,30,False,0.8653846153846154,0.25,1780654264
51,Stola,1442806,413653999,756614925,True,30,False,0.8653846153846154,0.25,1780654264
52,Stola,1095449,413653999,756614925,True,30,False,0.8653846153846154,0.25,1780654264
53,Stola,3610252,413653999,756614925,True,30,False,0.8653846153846154,0.25,1780654264
54,Stola,3021532,413653999,756614925,True,30,False,0.8653846153846154,0.25,1780654264
